Tweets,id tweets,date tweets,username,id user,quote count,reply count,retweet count,favorite count,url tweets
"Bayangin, belum nikah aja udah banyak yg nyumpahin karena bikin Bromo kebakaran. Hhh semoga pernikahanmu tidak sakinah mawaddah warahmah👍🏼",1.70045726865399E+018,2023-09-09 10:33:00+00:00,brigittasiw,303627559,0,0,0,1,https://twitter.com/brigittasiw/status/1700457268653998446
@neirddog aku lom ke bromo 😭😭😭 sedih banget denger kabar kebakaran itu,1.7004613509534E+018,2023-09-09 10:49:13+00:00,siapbg,1.46769186395188E+018,0,1,0,0,https://twitter.com/siapbg/status/1700461350953406821
"Imbas dari kebakaran di Bromo gegara team photographer dan calon manten, ditakutkan akan mempersulit izin buat lokasi film atau foto disitu",1.7004640226243E+018,2023-09-09 10:59:50+00:00,NovyAstria,49228349,1,0,0,0,https://twitter.com/NovyAstria/status/1700464022624305283
"Itu yang prewed pake flare di Bromo otaknya gimana sih buset  Udah kebakaran mana santai banget lagi, pengen di hiiih ishhhhh kesel bat 😭😭😭",1.70046587661578E+018,2023-09-09 11:07:12+00:00,diannisa_p,382013577,0,0,0,0,https://twitter.com/diannisa_p/status/1700465876615786918
@StasiunHarmoni Itu cowok bromo jangan2 aslinya gay tapi dipaksa keluarga nikah JADI AJA HUJAN API SEGUNUNG KEBAKARAN,1.70046745054093E+018,2023-09-09 11:13:28+00:00,PozzieB,1.13858989754618E+018,0,1,0,1,https://twitter.com/PozzieB/status/1700467450540937578
gua blm ke bromo tp uda kebakaran aja😢,1.70046758841611E+018,2023-09-09 11:14:00+00:00,bagusdvvi,1.06522932008638E+018,0,0,0,0,https://twitter.com/bagusdvvi/status/1700467588416111091
@javvaeagle asap kebakaran bromo?,1.70047034652325E+018,2023-09-09 11:24:58+00:00,axelaxiata,1.2944984437679E+018,0,0,0,0,https://twitter.com/axelaxiata/status/1700470346523254867
Kebakaran bromo mencapai 50 hektar   Astaghfirullah..,1.7004745678679E+018,2023-09-09 11:41:44+00:00,Been4Q59,1.10420098167428E+018,1,3,0,20,https://twitter.com/Been4Q59/status/1700474567867904427
"gara gara foto prewed bromo kebakaran, padahal ada plan sama keluarga bakal kesana ih kesel",1.70048201404943E+018,2023-09-09 12:11:20+00:00,jaejeraa,1.16554944547316E+018,0,0,0,0,https://twitter.com/jaejeraa/status/1700482014049439992
"Liat berita klo gubernur jatim minta water bombing buat atasi kebakaran di bromo. Reaksi gw adalah lah...jd dr kmrn blm pake water bombing??? Trus dipadamin pake apaan? Bukannya itu protokol yg harusnya diambil ya?""""",1.70049800255583E+018,2023-09-09 13:14:52+00:00,jaemsaulover,1.45504672473345E+018,0,0,0,0,https://twitter.com/jaemsaulover/status/1700498002555830739
SEDIH BANGET COK BLM KE BROMO MALAH KEBAKARAN,1.70050330875734E+018,2023-09-09 13:35:57+00:00,chocomogmo,1.23653888071676E+018,0,0,0,0,https://twitter.com/chocomogmo/status/1700503308757340641
@hammadamauapa @terserahhsih Lagi di bromo kak relawan kebakaran,1.70050621725123E+018,2023-09-09 13:47:30+00:00,di_ANU_groho,1.2638400635631E+018,0,1,0,0,https://twitter.com/di_ANU_groho/status/1700506217251234184
Gess berita yg lg hot sepekan terakhir apa aja sih - KTT Asean - bukit bromo kebakaran - pilpres2an - dll - dll  Tolong tambahin,1.70052001633112E+018,2023-09-09 14:42:20+00:00,indainayah,96071539,0,1,0,0,https://twitter.com/indainayah/status/1700520016331121145
"Semakin seliweran berita savana bromo kebakaran gara-gara oknum prewedding, semakin gapaham esensi prewedding tuh apaan",1.70052063697481E+018,2023-09-09 14:44:48+00:00,shrsly_,111286868,0,1,0,0,https://twitter.com/shrsly_/status/1700520636974813361
Orang² yg terlibat di kebakaran savana Bromo udah ketauan ya namanya.  😁,1.70052500077489E+018,2023-09-09 15:02:09+00:00,SambilNgopiYuk,327014772,0,0,0,0,https://twitter.com/SambilNgopiYuk/status/1700525000774897665
"@papa_loren Kmrin kebakaran Savana smpe hutan yg mncapai 50 HA di Bromo Probolinggo. Skrg ini trkdg demi apa coba ? Demi ngeksis di medsos. IG lah, tiktok lah.",1.70053349244103E+018,2023-09-09 15:35:53+00:00,ButterCupdanie1,1.27144860215017E+018,0,1,0,1,https://twitter.com/ButterCupdanie1/status/1700533492441031069
anjrt hati gue gak ikhlas bngt tai gunung bromo kebakaran ampe 50 hektar gara2 manusia tolol foto prewedding make flare👎,1.70056656937673E+018,2023-09-09 17:47:19+00:00,RatuFatimatuzz3,1.4676833022449E+018,0,1,0,0,https://twitter.com/RatuFatimatuzz3/status/1700566569376735515
beneran sedih liat kasus kebakaran bromo krn flare.. soalnya akhir2 ini ga berenti2 info gunung kebakaran semua (setau gue sumbing &amp  arjuno baru bgt kebakaran juga),1.70058663827834E+018,2023-09-09 19:07:04+00:00,fareakies,1.16474302742166E+018,0,1,0,2,https://twitter.com/fareakies/status/1700586638278349229
parah banget kebakaran bromo coy april kmrn gw ke bromo bnr brn kek indah banget pemandangan nya trus dingin skrg jadi ancur banget,1.70060179119563E+018,2023-09-09 20:07:17+00:00,zukochang,1.42607266500184E+018,1,0,0,0,https://twitter.com/zukochang/status/1700601791195631877
sakit hati bgt baru buka tiktok langsung liat fyp bromo kebakaran 😭,1.70066254006859E+018,2023-09-10 00:08:40+00:00,wofyern,1.48795155886403E+018,0,1,0,0,https://twitter.com/wofyern/status/1700662540068593929
@soleilnova Sedih liat bromo jadi menghitam karena kebakaran,1.70067646828263E+018,2023-09-10 01:04:01+00:00,apakitakeos,156468126,0,1,0,1,https://twitter.com/apakitakeos/status/1700676468282638702
Nggak kebayang jadi 2 orang yg mau nikah dengan meninggalkan memori seluruh Indonesia karena salah satu proses menuju jenjang pernikahannya jadi kebakaran di Bromo. Nggak bisa mbayangin.,1.70071785947809E+018,2023-09-10 03:48:30+00:00,zsupermanz,40174055,0,0,0,0,https://twitter.com/zsupermanz/status/1700717859478093846
"Selain pidanakan/salahkan panitia dan pasangan prewed, beri sanksi pula penjaga pintu masuk kawasan Bromo dan sopir mobil hardtop jika terbukti tak melarang &amp  memeriksa peralatan yg digunakan dlm sesi foto prewed sbg antisipasi kebakaran. Pengunjung sdh bayar tiket masuk, bukan?",1.70073496687395E+018,2023-09-10 04:56:28+00:00,Wisnubrata6,2206256060,0,0,0,1,https://twitter.com/Wisnubrata6/status/1700734966873952493
SAPAAA YG BARUSAN NANGIS LIAT BROMO KEBAKARAN????? AKUU AKUU AKUU. TAKUT BANGETTT NANTI GABISA BALIK KAYAK DULU GMNAAAA😭😭😭😭,1.70073563248896E+018,2023-09-10 04:59:07+00:00,aiceedurenn,1.11253306779558E+018,0,0,0,0,https://twitter.com/aiceedurenn/status/1700735632488960083
@faizrmd Harus salah Maguire ! Bromo kebakaran aja salah dia kok 🗿,1.70074088708782E+018,2023-09-10 05:20:00+00:00,Zulkifly_Ramli,4640101520,0,0,0,0,https://twitter.com/Zulkifly_Ramli/status/1700740887087829326
Tiap liat berita savana bromo kebakaran itu gue bener2 murka bgtt,1.70074234912997E+018,2023-09-10 05:25:48+00:00,oosheep_,1.12287119058063E+018,0,1,0,5,https://twitter.com/oosheep_/status/1700742349129978294
@tvindonesiawkwk Waduh ini pelaku yang bikin kebakaran di bromo,1.70074604637513E+018,2023-09-10 05:40:30+00:00,pemburukadrun33,1.6982240239547E+018,0,0,0,0,https://twitter.com/pemburukadrun33/status/1700746046375137517
Hah bromo kebakaran?,1.70075066508425E+018,2023-09-10 05:58:51+00:00,oinkguk,1.38227044257713E+018,0,1,0,0,https://twitter.com/oinkguk/status/1700750665084256511
@kevinpramudya_ Semoga semua pihak bisa bekerja sama untuk mengatasi kebakaran di Bromo.,1.7007563143545E+018,2023-09-10 06:21:18+00:00,zulfadina_,1.68566139264766E+018,0,0,0,0,https://twitter.com/zulfadina_/status/1700756314354504048
@kevinpramudya_ Kebakaran di Bromo adalah peringatan akan dampak buruk dari kebakaran hutan.,1.70075667782451E+018,2023-09-10 06:22:45+00:00,jakawjya,1.68448324987007E+018,0,0,0,0,https://twitter.com/jakawjya/status/1700756677824512202
@kevinpramudya_ Kebakaran di Bromo adalah peringatan akan kebutuhan mendesak dalam menjaga ekosistem.,1.70075668221181E+018,2023-09-10 06:22:46+00:00,AisyahAida9,1.68441117875439E+018,0,0,0,0,https://twitter.com/AisyahAida9/status/1700756682211815491
@kevinpramudya_ Kebakaran di Bromo membuat hati kita bersedih.,1.7007567033888E+018,2023-09-10 06:22:51+00:00,septi_nurainii,1.68441641501158E+018,0,0,0,0,https://twitter.com/septi_nurainii/status/1700756703388803572
@kevinpramudya_ Kita perlu melakukan upaya untuk memulihkan ekosistem di Bromo setelah kebakaran.,1.70075687801863E+018,2023-09-10 06:23:32+00:00,aryaknzo_,1.68549303965204E+018,0,0,0,0,https://twitter.com/aryaknzo_/status/1700756878018634116
@kevinpramudya_ Semoga semua orang bisa bersatu dalam membantu pemadaman kebakaran di Bromo.,1.70075704895748E+018,2023-09-10 06:24:13+00:00,DanielMust63,1.68441288747611E+018,0,0,0,0,https://twitter.com/DanielMust63/status/1700757048957485331
@kevinpramudya_ Kebakaran di Bromo adalah dampak buruk dari pembakaran lahan.,1.70075706177118E+018,2023-09-10 06:24:16+00:00,gibson_dreww,1.68439605167405E+018,0,0,0,0,https://twitter.com/gibson_dreww/status/1700757061771182108
@kevinpramudya_ Kebakaran di Bromo adalah contoh nyata dari kerusakan lingkungan.,1.70075761355703E+018,2023-09-10 06:26:28+00:00,ekafitrianiii_,1.68565142135262E+018,0,0,0,0,https://twitter.com/ekafitrianiii_/status/1700757613557030915
@kevinpramudya_ Kita perlu mendukung upaya pemulihan ekosistem di Bromo setelah kebakaran.,1.70075778639588E+018,2023-09-10 06:27:09+00:00,EdwinEvans6_,1.68442118000517E+018,0,0,0,0,https://twitter.com/EdwinEvans6_/status/1700757786395886051
@kevinpramudya_ Kebakaran di Bromo adalah musibah yang sangat mengkhawatirkan.,1.70075814536532E+018,2023-09-10 06:28:35+00:00,SilviAyuz,1.68441330844581E+018,0,0,0,0,https://twitter.com/SilviAyuz/status/1700758145365328076
@kevinpramudya_ Kebakaran di Bromo adalah pengingat akan pentingnya tindakan pencegahan.,1.70075816069133E+018,2023-09-10 06:28:38+00:00,AyuDyah25_,1.68442324334268E+018,0,0,0,0,https://twitter.com/AyuDyah25_/status/1700758160691339459
@kevinpramudya_ Kebakaran di Bromo adalah pengingat betapa berharganya alam.,1.70075818215775E+018,2023-09-10 06:28:43+00:00,NissaPutrix,1.68442036693515E+018,0,0,0,0,https://twitter.com/NissaPutrix/status/1700758182157758532
@kevinpramudya_ Kita perlu mendukung upaya pemulihan alam di Bromo setelah kebakaran.,1.70075839154162E+018,2023-09-10 06:29:33+00:00,aurelptri12,1.68448067623679E+018,0,0,0,0,https://twitter.com/aurelptri12/status/1700758391541629198
@kevinpramudya_ Semoga kebakaran di Bromo bisa segera dipadamkan.,1.70075850849558E+018,2023-09-10 06:30:01+00:00,arihan_wahyu,1.68441348174604E+018,0,0,0,0,https://twitter.com/arihan_wahyu/status/1700758508495581304
@kevinpramudya_ Kebakaran di Bromo mengingatkan kita akan urgensi melindungi alam.,1.70075852830119E+018,2023-09-10 06:30:06+00:00,ninafitriiii_,1.6844955363958E+018,0,0,0,0,https://twitter.com/ninafitriiii_/status/1700758528301191575
@kevinpramudya_ Semoga semua hewan yang terdampak oleh kebakaran di Bromo bisa selamat.,1.70075854139149E+018,2023-09-10 06:30:09+00:00,FJaleludin46,1.68442610377415E+018,0,0,0,0,https://twitter.com/FJaleludin46/status/1700758541391499438
@kevinpramudya_ Peristiwa kebakaran di Bromo harus menjadi peringatan penting.,1.70075889033664E+018,2023-09-10 06:31:32+00:00,WahyuAkbarz,1.68441630038544E+018,0,0,0,0,https://twitter.com/WahyuAkbarz/status/1700758890336645156
@kevinpramudya_ Semoga semua hewan di Bromo bisa selamat dari kebakaran ini.,1.70075890874965E+018,2023-09-10 06:31:37+00:00,fajriraman_,1.68455720817094E+018,0,0,0,0,https://twitter.com/fajriraman_/status/1700758908749656336
@kevinpramudya_ Kebakaran di Bromo adalah peringatan akan perubahan iklim global.,1.70075911795322E+018,2023-09-10 06:32:26+00:00,pitovinatiii,1.68563827103514E+018,0,0,0,0,https://twitter.com/pitovinatiii/status/1700759117953224977
@kevinpramudya_ Kita perlu mendukung upaya pemulihan lingkungan di Bromo setelah kebakaran.,1.70075927709312E+018,2023-09-10 06:33:04+00:00,taqi_alif5,1.6844313313533E+018,0,0,0,0,https://twitter.com/taqi_alif5/status/1700759277093126506
@kevinpramudya_ Kebakaran di Bromo adalah peringatan bahwa alam tidak bisa diabaikan.,1.70075964482905E+018,2023-09-10 06:34:32+00:00,BernandeCl_,1.68443341475218E+018,0,0,0,0,https://twitter.com/BernandeCl_/status/1700759644829052952
@kevinpramudya_ Semoga para petugas pemadam kebakaran bisa bekerja dengan efektif di Bromo.,1.70075965283602E+018,2023-09-10 06:34:34+00:00,RegaNatann,1.68441637839532E+018,0,0,0,0,https://twitter.com/RegaNatann/status/1700759652836028541
@kevinpramudya_ Kebakaran di Bromo adalah dampak buruk dari aktivitas manusia.,1.70075967184452E+018,2023-09-10 06:34:39+00:00,dewinngsh_,1.68610145577273E+018,0,0,0,0,https://twitter.com/dewinngsh_/status/1700759671844528252
hari ini mimpi kebakaran bromo itu nyampek rumah,1.70076708645546E+018,2023-09-10 07:04:06+00:00,ainurrmelati,1.24428381297396E+018,0,0,0,0,https://twitter.com/ainurrmelati/status/1700767086455464129
@C_D3pp Kalau Bromo kesengajaan berujung kebakaran panjang,1.70077416196115E+018,2023-09-10 07:32:13+00:00,PejuangKeluar15,1.35803563201927E+018,0,1,0,0,https://twitter.com/PejuangKeluar15/status/1700774161961152930
"sedih liat bromo tiap musim kemarau pasti kebakaran, tapi abis itu selalu hijau rumputnya tumbuh baruu",1.70077531154852E+018,2023-09-10 07:36:47+00:00,drrunkm0mmy,1.44898404144993E+018,0,0,0,0,https://twitter.com/drrunkm0mmy/status/1700775311548526844
biuhh kebakaran bromo udah mau sampe ke hillside... 🥲,1.70077991305655E+018,2023-09-10 07:55:04+00:00,hyubiyoun,226128927,0,0,0,0,https://twitter.com/hyubiyoun/status/1700779913056551102
@tanyakanrl yaallah gua belum perna ke bromo malah udah kebakaran dluan perkara prewed 😭😭,1.70077996871499E+018,2023-09-10 07:55:18+00:00,rawrdrigoes,1.69386581524916E+018,0,0,0,0,https://twitter.com/rawrdrigoes/status/1700779968714993733
"Iya sama kalau begitu,, kebakaran di lereng gunung Bromo itu sebenarnya tidak ada unsur kesengajaan kok Pak De,, tiba-tiba terbakar aja 🤭",1.70080857486653E+018,2023-09-10 09:48:58+00:00,MhRaihan19,1.47585667310113E+018,0,0,0,0,https://twitter.com/MhRaihan19/status/1700808574866534660
"ngeliat update kebakaran bromo di wa grup ternyata masih menjalar kebakarannya sampe sore ini..  emang kalo urusan kebakaran hutan udah paling ribet, segini bromo bentuknya savana, masih terbilang bukan level sulit. kebakaran tetaplah kebakaran.",1.70081266967317E+018,2023-09-10 10:05:14+00:00,BaroqahHusni,1.34072586846579E+018,0,0,0,0,https://twitter.com/BaroqahHusni/status/1700812669673177098
"Per detik ini, Bromo masih kebakaran. Info dari orang lapangan😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀",1.70082430700869E+018,2023-09-10 10:51:29+00:00,brigittasiw,303627559,0,0,0,0,https://twitter.com/brigittasiw/status/1700824307008696365
"Gimana ya rasanya orang yg kmrn abis prewed di bromo, kebakaran savananya belom padam smpe sekarang lho, udah berapa hariiiii yaAllah :(",1.70082487788707E+018,2023-09-10 10:53:45+00:00,nindsr,252441369,0,0,0,0,https://twitter.com/nindsr/status/1700824877887078695
"Tadinya gamau upload ulang, tapi gara-gara manusia-manusia itu, sampai detik ini kebakaran di Bromo belum padam.  Udah pake water bombing, tapi tetep aja.",1.70082822580148E+018,2023-09-10 11:07:03+00:00,brigittasiw,303627559,0,0,0,0,https://twitter.com/brigittasiw/status/1700828225801486501
@naaooollll nanti acara resepsinya pake flare juga aja sama putarin video kebakaran savana bromo,1.70086387648369E+018,2023-09-10 13:28:43+00:00,anak_5okin,1.60353627613668E+018,0,0,0,0,https://twitter.com/anak_5okin/status/1700863876483690554
"Kebakaran bromo makin luas woi, foto prewedding bikin rugi sebanyak ini.",1.70086750203589E+018,2023-09-10 13:43:07+00:00,SpecialWeek__,4647731336,0,0,0,1,https://twitter.com/SpecialWeek__/status/1700867502035898834
@flvmnle IYAAA! Ga guna bgt itu flarenya dinyalain. Asepnya malah keliatan ga penting di foto itu. Ya Tuhan... Bromo kebakaran cuma gegara foto prewed ga mutu gini 😩😩,1.70086823773354E+018,2023-09-10 13:46:03+00:00,ishanisa,33169604,0,0,0,0,https://twitter.com/ishanisa/status/1700868237733540128
@NyaiiBubu Jatim keok ngatasi kebakaran G. Bromo .  Jatim lemah melawan api .   Kasmian eeh kasihan gunungnya .,1.70087032408946E+018,2023-09-10 13:54:20+00:00,cimbulpamungkas,545697681,0,1,0,2,https://twitter.com/cimbulpamungkas/status/1700870324089463192
demi allah pengantin yng bikin bromo kebakaran… halal didoain yang jelek2. itu gede bgt kebakarannya anjing tololl bangsat,1.70087045487625E+018,2023-09-10 13:54:51+00:00,rejexxion,1.04099574244838E+018,0,0,0,0,https://twitter.com/rejexxion/status/1700870454876250451
@emilydiparis @anomharya @infomalang hah  mobil pemadam kebakaran ga kuat nanjak ke atas sampe turun ke pasir lautan huhuhuhuhu karena bawa air banyak   harus tau medan bromo dulu. mana ada pom spbu pertamina sana,1.70087132087423E+018,2023-09-10 13:58:18+00:00,dewifor99,1.44880250077821E+018,0,1,0,0,https://twitter.com/dewifor99/status/1700871320874230080
Segini gedenya kebakaran Bromo dan pengantin ga dijadikan tersangka? Atau aku yang belum update?,1.70087268374194E+018,2023-09-10 14:03:43+00:00,athya_,62039772,0,1,0,1,https://twitter.com/athya_/status/1700872683741945975
"@tanyarlfes Jujur gw sampe ga berani liat berita ini karena pasti mewek deh aslii, Ya Allah bisa bisanya bromo hancur kayak gitu cuma buat kepentingan pribadi. Itu yang bikin kebakaran ga dibakar sekalian aja? Dibakar pun tetep ga deserve sih, bromo😭",1.70088058406173E+018,2023-09-10 14:35:06+00:00,uninterestlove,1.35825542353552E+018,0,1,0,1,https://twitter.com/uninterestlove/status/1700880584061731279
"Itu mungkin untuk madamin api Bromo bisa dikasihinin tumbal? Tumbal org yg bikin kebakaran, mungkin bisa?  Ga boleh ya?",1.70088156424535E+018,2023-09-10 14:39:00+00:00,dare_darou,123762922,0,2,0,0,https://twitter.com/dare_darou/status/1700881564245352929
"@ruangtaktik Gak setuju gua min, pokoknya tetap salah maguire !! Bromo aja kebakaran salah Maguire jg",1.70088509114332E+018,2023-09-10 14:53:01+00:00,Zulkifly_Ramli,4640101520,0,1,0,3,https://twitter.com/Zulkifly_Ramli/status/1700885091143328209
"Kedua mempelai penyebab kebakaran bromo masa ga ditangkep? Modal muke melas ama tatapan kosong doang.... heeeuuuu, gua kontrakin nih tatapan lu biar ga kosong 🙄",1.70088903310126E+018,2023-09-10 15:08:41+00:00,aiyu_asayaka,100731168,0,1,0,0,https://twitter.com/aiyu_asayaka/status/1700889033101267409
"Dari kejadian kebakaran di bromo, saya paling kasian liat temanku. Persiapan sudah matang sekali dari palu, sudah tanya2 rute, jasa trip ke bromo, penginapan, dll. Pas sampe di malang ternyata bromo tutup 😭🤣",1.70089058519919E+018,2023-09-10 15:14:51+00:00,andi_hidayat,1081225380,0,1,0,0,https://twitter.com/andi_hidayat/status/1700890585199198400
Sedih banget baca beritanya. Udah lama ga ke Bromo malah kebakaran skrg,1.70089108733708E+018,2023-09-10 15:16:50+00:00,myverdaan,1.02214069925946E+018,0,0,0,0,https://twitter.com/myverdaan/status/1700891087337083256
gila ya kebakaran bromo masih berlanjut ternyata,1.7008912878791E+018,2023-09-10 15:17:38+00:00,Raflidfa,765306918,0,0,0,0,https://twitter.com/Raflidfa/status/1700891287879102651
Penasaran yg prewed bikin kebakaran bromo ntar pas anaknua widyawisata ke bromo 15 tahun ke depan bisa g nyombongin 'ayah bunda aku dulu sempet ngebakar tempat ini lohh',1.70089199271503E+018,2023-09-10 15:20:26+00:00,notarthurhirai,2311521926,0,0,0,1,https://twitter.com/notarthurhirai/status/1700891992715034800
"Tau kalo kebakaran di bromo,  welirang-arjuno, anjasmoro dan beberapa gunung di mojokerto-malang itu musiman tiap tahun pas kemarau panjang, tapi baru kali ini liat yg separah ini",1.70089288281373E+018,2023-09-10 15:23:58+00:00,trickyinvestor,1141870268,0,1,4,4,https://twitter.com/trickyinvestor/status/1700892882813735247
"njir bromo kan kebakaran, otw pilih bali",1.70089397472106E+018,2023-09-10 15:28:19+00:00,istfdhazzhraa,1.46629144762413E+018,0,1,0,0,https://twitter.com/istfdhazzhraa/status/1700893974721069146
kira-kira itu orang jadi nikah gak ya? pre-wedding aja udah bikin savana bromo kebakaran sampe hari ini haha,1.70089520623586E+018,2023-09-10 15:33:12+00:00,usaiberak,1.66799066359676E+018,0,1,0,0,https://twitter.com/usaiberak/status/1700895206235861099
"@tanyakanrl makin membesar api nya, aku kira udah padam, ternyata kebakaran di kawasan gunung sangat susah di padamkan ya 😭😭 semoga lekas padam bromo, keindahan mu akan sangat dirindukan 🥺",1.70089844045108E+018,2023-09-10 15:46:04+00:00,jexclyan,8.8432037537855E+017,0,0,0,2,https://twitter.com/jexclyan/status/1700898440451088894
"@tanyakanrl Ulah beberapa oknum jadi begini imbasnya. Selain kawasan Bromo yg kebakaran, wisatawan gagal berkunjung, dan pihak travel serta pedagang di sana juga ikut mengalami dampaknya.  Semoga Bromo segera membaik. Aamiin",1.70089870301034E+018,2023-09-10 15:47:06+00:00,biiymee,1933890337,0,6,17,534,https://twitter.com/biiymee/status/1700898703010345342
"@tanyakanrl lagi kangen bromo tbtb kebakaran gede cm krn org tolol yg sok sokan estetik, sediiii bgt",1.70089894249258E+018,2023-09-10 15:48:03+00:00,tasukamara,1.07290889299512E+018,0,0,0,0,https://twitter.com/tasukamara/status/1700898942492582104
"“Ok kak ken, untuk nanti preweddingnya di bromo ya”  “Oke siap”  “Pake baju winter ya”  “Hah? Alay amat”  “Pake flare juga nanti”  “Hah?? Ngaco bgt dikira mau nonton bola? Udh batal aja”  Selesai. Konklusi, bromo ga akan kebakaran kalo lu ga alay dan ga norak 👍",1.7008993769847E+018,2023-09-10 15:49:47+00:00,hotfagshit,1.08612942930095E+018,0,0,0,0,https://twitter.com/hotfagshit/status/1700899376984707229
btw kebakaran bromo itu serem bgt ih gue kalau jadi yg prewed udh mati karena rasa bersalah kali 🥲 sedih,1.70090167139059E+018,2023-09-10 15:58:54+00:00,heydu131,168621516,0,0,0,0,https://twitter.com/heydu131/status/1700901671390593472
@tanyakanrl Ini pasangan yang prewedd malu ga ya?  Pas resepsi tamu undangannya pasti pd ngomong “ini lo yg kmren bikin kebakaran di bromo”,1.7009039789792E+018,2023-09-10 16:08:04+00:00,bobasegar,1.07951123527868E+018,0,0,0,0,https://twitter.com/bobasegar/status/1700903978979205133
ya bromo yang kebakaran gue yang stress mikirinnya anj😭,1.70090428623715E+018,2023-09-10 16:09:17+00:00,froqueenn,1.54002865280026E+018,0,1,0,0,https://twitter.com/froqueenn/status/1700904286237159546
"Lah ini kebakaran kenapa lagi dah, Semoga lekas pulih ya bromo bru akhir agustus kemarin kesana",1.70090496521943E+018,2023-09-10 16:11:59+00:00,keira_ave,7.26814271498133E+017,0,0,0,0,https://twitter.com/keira_ave/status/1700904965219438910
yg prewed di bromo jd kebakaran apkh msh mood nikah😭,1.70090569553587E+018,2023-09-10 16:14:53+00:00,txtdrgw,1.50480464651866E+018,0,2,0,0,https://twitter.com/txtdrgw/status/1700905695535878522
aku sedih bgt tiap liat video bromo kebakaran:(( mau nangis:((,1.7009062740856E+018,2023-09-10 16:17:11+00:00,ijotosxca,1.45752260292721E+018,0,0,0,0,https://twitter.com/ijotosxca/status/1700906274085601491
"sementara hari Minggu Gn. Lawu udah ditutup efek kebakaran sabana Bromo beberapa hari lalu.   Pas kami turun sore tadi, di pintu masuk banyak pendaki yang batal ke puncak karena udah gak boleh naik ke atas. Beruntungnya kami!  Nikmat Tuhanmu yang mana lagi yang kamu dustakan?""""",1.70090649524288E+018,2023-09-10 16:18:04+00:00,Arkanezt,126259949,0,0,0,2,https://twitter.com/Arkanezt/status/1700906495242883563
@convomfs Bener2 gak nyangka September 2023 Bromo bisa kebakaran sebesar ini hiks 🥲🥹💔💔💔,1.70090758168082E+018,2023-09-10 16:22:23+00:00,igiveawaykri,1.08133165559008E+018,0,0,0,2,https://twitter.com/igiveawaykri/status/1700907581680828671
"Kayaknya ganti rugi kebakaran savana bromo 1,5M masih kurang kalo diliat dari dampaknya sampe kaya gitu",1.70090813749744E+018,2023-09-10 16:24:35+00:00,mhrdhikadp,39422542,0,0,0,0,https://twitter.com/mhrdhikadp/status/1700908137497444636
kebakaran di bromo makin ngeri sih,1.70090937683032E+018,2023-09-10 16:29:31+00:00,sourselly_,562929397,0,0,0,0,https://twitter.com/sourselly_/status/1700909376830320643
@tanyakanrl Semoga kebakaran Bromo segera padam dan bisa pulih kembali 😭,1.70091065852155E+018,2023-09-10 16:34:37+00:00,temanrekomen,1.69200958181857E+018,0,0,0,0,https://twitter.com/temanrekomen/status/1700910658521551124
yang udah beli ticket atau booking2 tempat karena berencana mau berwisata ke bromo itu dapet ganti rugi gak ya kalau tempatnya ditutup karena kebakaran?,1.70091157353836E+018,2023-09-10 16:38:15+00:00,henddr,251041601,0,0,0,0,https://twitter.com/henddr/status/1700911573538361381
"padahal sebelum pergi dari malang pengen nyempetin kesini, eh ternyata ada musibah kebakaran😩💆  semoga lekas pulih, Bromo ♡",1.70091251773913E+018,2023-09-10 16:42:00+00:00,beautiesthete,2527255808,0,0,0,0,https://twitter.com/beautiesthete/status/1700912517739131044
gunung bromo yg masih kebakaran :,1.70091302441527E+018,2023-09-10 16:44:01+00:00,sikoom,377811005,0,0,0,0,https://twitter.com/sikoom/status/1700913024415273041
@calllmetod @infomalang Pray For Bromo Lg kemarau ati2 gampang kebakaran jgn main api,1.70091583871352E+018,2023-09-10 16:55:12+00:00,CelinWinx,1.62911215168326E+018,0,0,0,0,https://twitter.com/CelinWinx/status/1700915838713520164
"2019 pas ke bromo juga lg ada kebakaran, september juga keknya",1.70091640574989E+018,2023-09-10 16:57:27+00:00,Maulanajulham_,1091528448,0,0,0,0,https://twitter.com/Maulanajulham_/status/1700916405749899769
@Maulana90458814 @jjsengui Moga cepet padam kebakaran di Bromo 🙏,1.70091705041434E+018,2023-09-10 17:00:00+00:00,NyaiiBubu,1.21989022493678E+018,0,1,0,1,https://twitter.com/NyaiiBubu/status/1700917050414342379
"Itu yg prewed bikin kebakaran di bromo nasib nya begimana ya, ga padam2 cuy",1.70091930913098E+018,2023-09-10 17:08:59+00:00,bangelonx,2859276025,0,0,0,0,https://twitter.com/bangelonx/status/1700919309130989988
"Nanya serius deh, itu kebakaran dihutan  Bromo bisa sampe ngaruh ke gunung nya gak sih?",1.70092201359297E+018,2023-09-10 17:19:44+00:00,nfuccckkk,1.30250073080945E+018,0,0,0,0,https://twitter.com/nfuccckkk/status/1700922013592977750
Memang ANJING itu yang PREWED sampe bikin hancur alam begini semoga pas malam pertama mau NGEWE ga bisa berdiri dihantui kebakaran Savana bromo...,1.70092478184211E+018,2023-09-10 17:30:44+00:00,Catatan_ali7,1.13331190697695E+018,0,1,6,18,https://twitter.com/Catatan_ali7/status/1700924781842112567
